PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,GroupId,PersonId,GroupSize,IsAlone,IsFirstInGroup,IsLastInGroup,Deck,CabinNum,Side,DeckGroup,Surname,NameLength,FamilySize,HasFamily,TotalSpending,HasSpending,SpendingDiversity,AvgSpending,MaxSpending,RoomService_Ratio,FoodCourt_Ratio,ShoppingMall_Ratio,Spa_Ratio,VRDeck_Ratio,log_RoomService,log_FoodCourt,log_ShoppingMall,log_Spa,log_VRDeck,log_TotalSpending,AgeGroup,IsChild,IsTeen,IsAdult,IsElderly,Age_TotalSpending,CryoSleep_NoSpending,VIP_HighSpending,CabinEven,CabinSection,FamilySpendingPerPerson,SpendingRankInGroup,AgeRankInGroup
0008_03,Europa,False,B/1/P,55 Cancri e,45.0,False,39.0,7295.0,589.0,110.0,124.0,Wezena Flatic,True,8,3,3,0,0,1,B,1,P,Group_AB,Flatic,13,3,1,8157.0,1,5,1631.4,7295.0,0.0047805834763422405,0.8942142682029909,0.07219906839911742,0.013483696984555038,0.015199803873498407,3.6888794541139363,8.895081531754167,6.380122536899765,4.709530201312334,4.8283137373023015,9.006754319877503,MiddleAge,0,0,1,0,367065.0,0,0,0,0-100,2719.0,1.0,1.0
0009_01,Mars,False,F/1/P,TRAPPIST-1e,32.0,False,73.0,0.0,1123.0,0.0,113.0,Berers Barne,True,9,1,1,1,1,1,F,1,P,Group_FG,Barne,12,1,0,1309.0,1,3,261.8,1123.0,0.055725190839694655,0.0,0.8572519083969465,0.0,0.08625954198473282,4.30406509320417,0.0,7.024649030453636,0.0,4.736198448394496,7.177782416195197,MiddleAge,0,0,1,0,41888.0,0,0,0,0-100,1309.0,1.0,1.0
0010_01,Earth,False,G/1/S,TRAPPIST-1e,48.0,False,719.0,1.0,65.0,0.0,24.0,Reney Baketton,False,10,1,1,1,1,1,G,1,S,Group_FG,Baketton,14,1,0,809.0,1,4,161.8,719.0,0.8876543209876543,0.0012345679012345679,0.08024691358024691,0.0,0.02962962962962963,6.579251212010101,0.6931471805599453,4.189654742026425,0.0,3.2188758248682006,6.697034247666484,MiddleAge,0,0,1,0,38832.0,0,0,0,0-100,809.0,1.0,1.0
0011_01,Earth,False,F/2/P,TRAPPIST-1e,28.0,False,8.0,974.0,12.0,2.0,7.0,Elle Bertsontry,True,11,1,1,1,1,1,F,2,P,Group_FG,Bertsontry,15,1,0,1003.0,1,5,200.6,974.0,0.00796812749003984,0.9701195219123506,0.01195219123505976,0.00199203187250996,0.0069721115537848604,2.1972245773362196,6.882437470997847,2.5649493574615367,1.0986122886681098,2.0794415416798357,6.911747300251674,YoungAdult,0,0,1,0,28084.0,0,0,1,0-100,1003.0,1.0,1.0
0012_01,Earth,False,G/734/S,TRAPPIST-1e,31.0,False,32.0,0.0,876.0,0.0,0.0,Justie Pooles,False,12,1,1,1,1,1,Unknown,-1,Unknown,Unknown,Pooles,13,1,0,908.0,1,2,181.6,876.0,0.0352035203520352,0.0,0.9636963696369637,0.0,0.0,3.4965075614664802,0.0,6.776506992372183,0.0,0.0,6.812345094177479,MiddleAge,0,0,1,0,28148.0,0,0,-1,Unknown,908.0,1.0,1.0
0014_01,Mars,False,F/3/P,55 Cancri e,27.0,False,1286.0,122.0,0.0,0.0,0.0,Flats Eccle,False,14,1,1,1,1,1,F,3,P,Group_FG,Eccle,11,1,0,1408.0,1,2,352.0,1286.0,0.9127040454222853,0.08658623136976579,0.0,0.0,0.0,7.160069207596127,4.812184355372417,0.0,0.0,0.0,7.25063551189868,YoungAdult,0,0,1,0,38016.0,0,0,0,0-100,1408.0,1.0,1.0
0015_01,Earth,False,F/4/P,55 Cancri e,24.0,False,0.0,1.0,0.0,0.0,637.0,Carry Hughriend,False,15,1,1,1,1,1,F,4,P,Group_FG,Hughriend,15,1,0,638.0,1,2,127.6,637.0,0.0,0.001564945226917058,0.0,0.0,0.9968701095461658,0.0,0.6931471805599453,0.0,0.0,6.45833828334479,6.459904454377535,YoungAdult,0,0,1,0,15312.0,0,0,1,0-100,638.0,1.0,1.0
0016_01,Mars,True,F/5/P,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,0.0,Alus Upead,True,16,1,1,1,1,1,F,5,P,Group_FG,Upead,10,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MiddleAge,0,0,1,0,0.0,1,0,0,0-100,0.0,1.0,1.0
0017_01,Earth,False,G/0/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Lyde Brighttt,True,17,1,2,0,1,0,G,0,P,Group_FG,Brighttt,13,2,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Child,1,0,0,0,0.0,0,0,1,Unknown,0.0,2.0,2.0
0017_02,Earth,False,F/6/P,55 Cancri e,14.0,False,412.0,0.0,1.0,0.0,679.0,Philda Brighttt,False,17,2,2,0,0,1,F,6,P,Group_FG,Brighttt,15,2,1,1092.0,1,3,218.4,679.0,0.37694419030192133,0.0,0.0009149130832570906,0.0,0.6212259835315646,6.023447592961033,0.0,0.6931471805599453,0.0,6.522092798170152,6.996681488176539,Teen,0,1,0,0,15288.0,0,0,1,0-100,546.0,1.0,1.0
0020_01,Earth,True,E/0/S,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Almary Brantuarez,False,20,1,6,0,1,0,E,0,S,Group_CD,Brantuarez,17,3,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Child,1,0,0,0,0.0,1,0,1,Unknown,0.0,1.0,5.0
0020_02,Earth,True,E/0/S,55 Cancri e,49.0,False,0.0,0.0,0.0,0.0,0.0,Glendy Brantuarez,False,20,2,6,0,0,0,E,0,S,Group_CD,Brantuarez,17,3,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MiddleAge,0,0,1,0,0.0,1,0,1,Unknown,0.0,1.0,1.0
0020_03,Earth,True,E/0/S,55 Cancri e,29.0,False,0.0,0.0,0.0,0.0,0.0,Mollen Mcfaddennon,False,20,3,6,0,0,0,E,0,S,Group_CD,Mcfaddennon,18,2,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YoungAdult,0,0,1,0,0.0,1,0,1,Unknown,0.0,1.0,2.0
0020_04,Earth,False,E/0/S,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,Breney Jacostanley,True,20,4,6,0,0,0,E,0,S,Group_CD,Jacostanley,18,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Child,1,0,0,0,0.0,0,0,1,Unknown,0.0,1.0,3.0
0020_05,Earth,True,E/0/S,PSO J318.5-22,1.0,False,0.0,0.0,0.0,0.0,0.0,Mael Brantuarez,False,20,5,6,0,0,0,E,0,S,Group_CD,Brantuarez,15,3,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Child,1,0,0,0,0.0,1,0,1,Unknown,0.0,1.0,5.0
0020_06,Earth,False,E/0/S,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,Terta Mcfaddennon,False,20,6,6,0,0,1,E,0,S,Group_CD,Mcfaddennon,17,2,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Child,1,0,0,0,0.0,0,0,1,Unknown,0.0,1.0,4.0
0022_01,Mars,False,D/0/P,TRAPPIST-1e,21.0,False,980.0,2.0,69.0,0.0,0.0,Alraium Disivering,False,22,1,1,1,1,1,D,0,P,Group_CD,Unknown,0,1,0,1051.0,1,3,210.2,980.0,0.9315589353612167,0.0019011406844106464,0.0655893536121673,0.0,0.0,6.8885724595653635,1.0986122886681098,4.248495242049359,0.0,0.0,6.9584483932976555,YoungAdult,0,0,1,0,22071.0,0,0,1,Unknown,1051.0,1.0,1.0
0024_01,Europa,True,C/2/S,TRAPPIST-1e,62.0,False,0.0,0.0,0.0,0.0,0.0,Penton Fullided,True,24,1,1,1,1,1,C,2,S,Group_AB,Fullided,15,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Senior,0,0,1,1,0.0,1,0,1,0-100,0.0,1.0,1.0
0025_01,Earth,False,F/6/S,TRAPPIST-1e,15.0,False,0.0,225.0,0.0,998.0,0.0,Karard Brookenson,False,25,1,1,1,1,1,F,6,S,Group_FG,Brookenson,17,1,0,1223.0,1,2,244.6,998.0,0.0,0.18382352941176472,0.0,0.815359477124183,0.0,0.0,5.420534999272286,0.0,6.906754778648554,0.0,7.1098794630722715,Teen,0,1,0,0,18345.0,0,0,1,0-100,1223.0,1.0,1.0
0026_01,Europa,False,C/0/P,55 Cancri e,34.0,False,22.0,6073.0,0.0,1438.0,328.0,Anyoni Unconary,False,26,1,1,1,1,1,C,0,P,Group_AB,Unconary,15,1,0,7861.0,1,4,1572.2,6073.0,0.0027982701602645636,0.7724497583312134,0.0,0.18290511320274738,0.04171966420758077,3.1354942159291497,8.711772645605693,0.0,7.271703706887368,5.796057750765372,8.969796305981806,MiddleAge,0,0,1,0,267274.0,0,0,1,Unknown,7861.0,1.0,1.0
0028_01,Mars,False,F/8/P,TRAPPIST-1e,43.0,False,1125.0,0.0,136.0,48.0,0.0,Ceros Mare,False,28,1,1,1,1,1,F,8,P,Group_FG,Mare,10,1,0,1309.0,1,3,261.8,1125.0,0.8587786259541985,0.0,0.10381679389312977,0.0366412213740458,0.0,7.026426808699636,0.0,4.919980925828125,3.8918202981106265,0.0,7.177782416195197,MiddleAge,0,0,1,0,56287.0,0,0,1,0-100,1309.0,1.0,1.0
0030_01,Earth,False,G/4/S,TRAPPIST-1e,32.0,False,0.0,850.0,81.0,437.0,453.0,Ginia Morsentley,False,30,1,1,1,1,1,G,4,S,Group_FG,Morsentley,16,1,0,1821.0,1,4,364.2,850.0,0.0,0.4665203073545554,0.04445664105378705,0.2398463227222832,0.2486278814489572,0.0,6.7464121285733745,4.406719247264253,6.082218910376446,6.118097198041348,7.507690077819904,MiddleAge,0,0,1,0,58272.0,0,0,1,0-100,1821.0,1.0,1.0
0031_01,Mars,False,F/9/P,TRAPPIST-1e,47.0,False,214.0,0.0,1411.0,0.0,1229.0,Coobix Datie,True,31,1,3,0,1,0,F,9,P,Group_FG,Datie,12,3,1,2854.0,1,3,570.8,1411.0,0.07495621716287215,0.0,0.49422066549912436,0.0,0.43047285464098073,5.3706380281276624,0.0,7.252762418053187,0.0,7.114769448366463,7.956827122090111,MiddleAge,0,0,1,0,134138.0,0,0,0,0-100,951.3333333333334,1.0,1.0
0031_02,Mars,False,F/9/P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Cinets Datie,True,31,2,3,0,0,0,F,9,P,Group_FG,Datie,12,3,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Child,1,0,0,0,0.0,0,0,0,0-100,0.0,3.0,3.0
0031_03,Mars,False,F/9/P,TRAPPIST-1e,20.0,False,0.0,0.0,1750.0,990.0,0.0,Dontch Datie,True,31,3,3,0,0,1,F,9,P,Group_FG,Datie,12,3,1,2740.0,1,2,685.0,1750.0,0.0,0.0,0.6384531192995258,0.36118205034658885,0.0,0.0,0.0,7.467942332285852,6.898714534329988,0.0,7.916078096302786,YoungAdult,0,0,1,0,54800.0,0,0,0,0-100,913.3333333333334,2.0,2.0
0034_01,Europa,True,D/1/S,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,Ziba Oingwhedly,True,34,1,1,1,1,1,D,1,S,Group_CD,Oingwhedly,15,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YoungAdult,0,0,1,0,0.0,1,0,0,0-100,0.0,1.0,1.0
0035_01,Mars,False,D/1/P,55 Cancri e,23.0,False,784.0,964.0,0.0,951.0,0.0,Luse Butte,False,35,1,1,1,1,1,D,1,P,Group_CD,Butte,10,1,0,2699.0,1,3,539.8,964.0,0.2903703703703704,0.35703703703703704,0.0,0.3522222222222222,0.0,6.665683717782408,6.872128101338986,0.0,6.858565034791365,0.0,7.90100705199242,YoungAdult,0,0,1,0,62077.0,0,0,0,0-100,2699.0,1.0,1.0
0036_01,Earth,False,F/8/S,55 Cancri e,15.0,False,0.0,492.0,48.0,20.0,401.0,Marina Leodger,False,36,1,1,1,1,1,F,8,S,Group_FG,Leodger,14,1,0,961.0,1,4,192.2,492.0,0.0,0.5114345114345115,0.0498960498960499,0.02079002079002079,0.41683991683991684,0.0,6.20050917404269,3.8918202981106265,3.044522437723423,5.996452088619021,6.8690144506657065,Teen,0,1,0,0,14415.0,0,0,1,0-100,961.0,1.0,1.0
0038_01,Earth,False,F/10/S,55 Cancri e,20.0,False,554.0,195.0,0.0,2606.0,0.0,Loise Wheelez,False,38,1,1,1,1,1,F,10,S,Group_FG,Wheelez,13,1,0,3355.0,1,3,671.0,2606.0,0.16507747318235996,0.05810488676996425,0.0,0.7765196662693683,0.0,6.318968113746434,5.278114659230517,0.0,7.865955413933502,0.0,8.118505067587098,YoungAdult,0,0,1,0,67100.0,0,0,1,0-100,3355.0,1.0,1.0
0039_01,Earth,True,G/1/P,55 Cancri e,30.0,False,0.0,0.0,0.0,0.0,0.0,Jorgie Batthewitt,False,39,1,1,1,1,1,G,1,P,Group_FG,Batthewitt,17,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MiddleAge,0,0,1,0,0.0,1,0,0,0-100,0.0,1.0,1.0
0041_01,Earth,True,G/2/P,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Margia Moodsey,True,41,1,1,1,1,1,G,2,P,Group_FG,Moodsey,14,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Teen,0,1,0,0,0.0,1,0,1,0-100,0.0,1.0,1.0
0043_01,Europa,False,B/3/P,TRAPPIST-1e,45.0,False,0.0,164.0,45.0,2511.0,855.0,Ankalik Cylistrand,False,43,1,1,1,1,1,B,3,P,Group_AB,Cylistrand,18,1,0,3575.0,1,4,715.0,2511.0,0.0,0.04586129753914989,0.012583892617449664,0.7021812080536913,0.23909395973154363,0.0,5.10594547390058,3.828641396489095,7.828834527588089,6.752270376141742,8.182000136293405,MiddleAge,0,0,1,0,160875.0,0,0,0,0-100,3575.0,1.0,1.0
0044_01,Earth,True,G/3/P,TRAPPIST-1e,55.0,False,0.0,0.0,0.0,0.0,0.0,Jodye Coopelandez,False,44,1,3,0,1,0,G,3,P,Group_FG,Coopelandez,17,3,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Senior,0,0,1,1,0.0,1,0,0,0-100,0.0,1.0,1.0
0044_02,Earth,True,G/3/P,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,Kayne Coopelandez,True,44,2,3,0,0,0,G,3,P,Group_FG,Coopelandez,17,3,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Child,1,0,0,0,0.0,1,0,0,0-100,0.0,1.0,3.0
0044_03,Earth,True,G/3/P,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,Cassa Coopelandez,True,44,3,3,0,0,1,G,3,P,Group_FG,Coopelandez,17,3,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YoungAdult,0,0,1,0,0.0,1,0,0,0-100,0.0,1.0,2.0
0045_01,Mars,False,F/10/P,TRAPPIST-1e,21.0,False,970.0,0.0,180.0,0.0,64.0,Zelowl Chmad,False,45,1,2,0,1,0,F,10,P,Group_FG,Chmad,12,2,1,1214.0,1,3,242.8,970.0,0.7983539094650206,0.0,0.14814814814814814,0.0,0.05267489711934156,6.878326468291325,0.0,5.198497031265826,0.0,4.174387269895637,7.102499355774649,YoungAdult,0,0,1,0,25494.0,0,0,1,0-100,607.0,1.0,1.0
0045_02,Mars,True,F/10/P,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Mass Chmad,True,45,2,2,0,0,1,F,10,P,Group_FG,Chmad,10,2,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YoungAdult,0,0,1,0,0.0,1,0,1,0-100,0.0,2.0,2.0
0050_01,Earth,False,E/1/S,55 Cancri e,35.0,False,790.0,0.0,0.0,0.0,0.0,Sony Lancis,False,50,1,1,1,1,1,E,1,S,Group_CD,Lancis,11,1,0,790.0,1,1,197.5,790.0,0.9987357774968394,0.0,0.0,0.0,0.0,6.673297967767654,0.0,0.0,0.0,0.0,6.673297967767654,MiddleAge,0,0,1,0,27650.0,0,0,0,0-100,790.0,1.0,1.0
0051_01,Earth,False,E/2/S,TRAPPIST-1e,56.0,False,0.0,112.0,0.0,1379.0,127.0,Vivia Johnshines,False,51,1,1,1,1,1,E,2,S,Group_CD,Johnshines,16,1,0,1618.0,1,3,323.6,1379.0,0.0,0.06917850525015441,0.0,0.8517603458925262,0.07844348363187152,0.0,4.727387818712341,0.0,7.22983877815125,4.852030263919617,7.389563953677635,Senior,0,0,1,1,90608.0,0,0,1,0-100,1618.0,1.0,1.0
0052_01,Earth,False,G/6/S,TRAPPIST-1e,27.0,False,4.0,0.0,2.0,4683.0,0.0,Elaney Hubbarton,False,52,1,1,1,1,1,G,6,S,Group_FG,Hubbarton,16,1,0,4689.0,1,3,937.8,4683.0,0.0008528784648187633,0.0,0.00042643923240938164,0.9985074626865672,0.0,1.6094379124341003,0.0,1.0986122886681098,8.451907724717607,0.0,8.453187861440325,YoungAdult,0,0,0,0,15830.0,0,0,1,0-100,4689.0,1.0,1.0
0053_01,Earth,False,F/11/S,TRAPPIST-1e,25.0,False,0.0,0.0,1938.0,0.0,1.0,Elson Hickerson,True,53,1,1,1,1,1,F,11,S,Group_FG,Hickerson,15,1,0,1939.0,1,2,387.8,1938.0,0.0,0.0,0.9989690721649485,0.0,0.0005154639175257732,0.0,0.0,7.569927655242652,0.0,0.6931471805599453,7.570443252057374,YoungAdult,0,0,1,0,48475.0,0,0,0,0-100,1939.0,1.0,1.0
0056_01,Europa,False,A/1/S,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Okulas Tractive,True,56,1,3,0,1,0,A,1,S,Group_A,Tractive,15,3,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Child,1,0,0,0,0.0,0,0,0,0-100,0.0,2.0,3.0
0056_02,Europa,True,A/1/S,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,Instab Tractive,True,56,2,3,0,0,0,A,1,S,Group_A,Tractive,15,3,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MiddleAge,0,0,1,0,0.0,1,0,0,0-100,0.0,2.0,1.0
0056_03,Europa,False,A/1/S,TRAPPIST-1e,27.0,False,279.0,605.0,3374.0,286.0,3.0,Zinoces Tractive,True,56,3,3,0,0,1,A,1,S,Group_A,Tractive,16,3,1,4547.0,1,5,909.4,3374.0,0.06134564643799472,0.13302550571679858,0.7418645558487247,0.06288478452066842,0.0006596306068601583,5.634789603169249,6.406879986069314,8.12415060330663,5.659482215759621,1.3862943611198906,8.422442854870427,YoungAdult,0,0,1,0,122769.0,0,0,0,0-100,1515.6666666666667,1.0,2.0
0058_01,Earth,True,G/7/S,PSO J318.5-22,36.0,False,0.0,0.0,0.0,0.0,0.0,Warry Ayalazquez,False,58,1,1,1,1,1,G,7,S,Group_FG,Ayalazquez,16,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MiddleAge,0,0,1,0,0.0,1,0,0,0-100,0.0,1.0,1.0
0061_01,Earth,False,F/12/S,TRAPPIST-1e,22.0,False,45.0,1096.0,148.0,1377.0,1.0,Shanya Salez,False,61,1,1,1,1,1,F,12,S,Group_FG,Salez,12,1,0,2667.0,1,5,533.4,1377.0,0.01686656671664168,0.4107946026986507,0.05547226386806597,0.5161169415292354,0.0003748125937031484,3.828641396489095,7.00033446027523,5.003946305945459,7.228388451573604,0.6931471805599453,7.889084407035514,YoungAdult,0,0,1,0,58674.0,0,0,1,0-100,2667.0,1.0,1.0
0062_01,Earth,False,F/13/S,TRAPPIST-1e,62.0,False,0.0,592.0,0.0,17.0,25.0,Sterry Greeves,False,62,1,1,1,1,1,F,13,S,Group_FG,Greeves,14,1,0,634.0,1,3,126.8,592.0,0.0,0.9322834645669291,0.0,0.026771653543307086,0.03937007874015748,0.0,6.385194398997726,0.0,2.8903717578961645,3.258096538021482,6.453624998892692,Senior,0,0,1,1,39308.0,0,0,0,0-100,634.0,1.0,1.0
0064_01,Mars,True,F/14/S,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,Alraium Disivering,True,64,1,2,0,1,0,F,14,S,Group_FG,Unknown,0,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Teen,0,1,0,0,0.0,1,0,1,0-100,0.0,1.0,2.0
